peak_id	ion_mode	mz	hmdb_accession	name	inchi_key	skeleton	neutral_mass	mod_id	mod_mass
45	-1	885.549852733379	HMDB0009894	PI(20:4(5Z,8Z,11Z,14Z)/18:0)	CBYJKEBKBMWPMN-ITNYWZHKSA-N	CBYJKEBKBMWPMN	886.557129716	-H	-1.007276466621
45	-1	885.549852733379	HMDB0009900	PI(20:4(8Z,11Z,14Z,17Z)/18:0)	RMRCTNVEDOWEQF-ZJBJTBMOSA-N	RMRCTNVEDOWEQF	886.557129716	-H	-1.007276466621
45	-1	885.549852733379	HMDB0009912	PI(22:4(10Z,13Z,16Z,19Z)/16:0)	LSWFFTVQFBDTAC-HACPKTPBSA-N	LSWFFTVQFBDTAC	886.557129716	-H	-1.007276466621
45	-1	885.549852733379	HMDB0009914	PI(22:4(7Z,10Z,13Z,16Z)/16:0)	BRQUDGADXJYXCW-AJBVXFDOSA-N	BRQUDGADXJYXCW	886.557129716	-H	-1.007276466621
46	-1	885.549852733379	HMDB0009793	PI(16:0/22:4(10Z,13Z,16Z,19Z))	PSFLOZGKTVHJEH-HACPKTPBSA-N	PSFLOZGKTVHJEH	886.557129716	-H	-1.007276466621
46	-1	885.549852733379	HMDB0009794	PI(16:0/22:4(7Z,10Z,13Z,16Z))	QMHVKCZBZGFKNG-YXXNRDSMSA-N	QMHVKCZBZGFKNG	886.557129716	-H	-1.007276466621
46	-1	885.549852733379	HMDB0009815	PI(18:0/20:4(5Z,8Z,11Z,14Z))	KRTOMQDUKGRFDJ-ZAHDIIMDSA-N	KRTOMQDUKGRFDJ	886.557129716	-H	-1.007276466621
46	-1	885.549852733379	HMDB0009816	PI(18:0/20:4(8Z,11Z,14Z,17Z))	OJESNYFIPWSOPO-MTPIFTEDSA-N	OJESNYFIPWSOPO	886.557129716	-H	-1.007276466621
46	-1	885.549852733379	HMDB0009830	PI(18:1(11Z)/20:3(5Z,8Z,11Z))	LQOUCIOTQDTGNO-FBILJRGDSA-N	LQOUCIOTQDTGNO	886.557129716	-H	-1.007276466621
46	-1	885.549852733379	HMDB0009831	PI(18:1(11Z)/20:3(8Z,11Z,14Z))	HRIGUEOTNBMWNX-FEWKZSOUSA-N	HRIGUEOTNBMWNX	886.557129716	-H	-1.007276466621
46	-1	885.549852733379	HMDB0009842	PI(18:1(9Z)/20:3(5Z,8Z,11Z))	UAMKTZVXBAQZPT-UUMWKJOESA-N	UAMKTZVXBAQZPT	886.557129716	-H	-1.007276466621
46	-1	885.549852733379	HMDB0009843	PI(18:1(9Z)/20:3(8Z,11Z,14Z))	WTRAJKINRRDLTR-YRUQOAMLSA-N	WTRAJKINRRDLTR	886.557129716	-H	-1.007276466621
46	-1	885.549852733379	HMDB0009853	PI(18:2(9Z,12Z)/20:2(11Z,14Z))	KWLSOMXGJQDEIE-BCJFPNFZSA-N	KWLSOMXGJQDEIE	886.557129716	-H	-1.007276466621
46	-1	885.549852733379	HMDB0009877	PI(20:2(11Z,14Z)/18:2(9Z,12Z))	DSTZBWQTOOOXEM-BCJFPNFZSA-N	DSTZBWQTOOOXEM	886.557129716	-H	-1.007276466621
46	-1	885.549852733379	HMDB0009881	PI(20:3(5Z,8Z,11Z)/18:1(11Z))	SZENBGMCILNJHW-VLFWAYHFSA-N	SZENBGMCILNJHW	886.557129716	-H	-1.007276466621
46	-1	885.549852733379	HMDB0009882	PI(20:3(5Z,8Z,11Z)/18:1(9Z))	UOVCVWSVYQEFSC-UZMCJGOOSA-N	UOVCVWSVYQEFSC	886.557129716	-H	-1.007276466621
46	-1	885.549852733379	HMDB0009888	PI(20:3(8Z,11Z,14Z)/18:1(11Z))	LSIQZINRDDJUGH-CTFKWLJYSA-N	LSIQZINRDDJUGH	886.557129716	-H	-1.007276466621
46	-1	885.549852733379	HMDB0009889	PI(20:3(8Z,11Z,14Z)/18:1(9Z))	QBLBBWQEGJSIHQ-UADNNDMLSA-N	QBLBBWQEGJSIHQ	886.557129716	-H	-1.007276466621
46	-1	885.549852733379	HMDB0009894	PI(20:4(5Z,8Z,11Z,14Z)/18:0)	CBYJKEBKBMWPMN-ITNYWZHKSA-N	CBYJKEBKBMWPMN	886.557129716	-H	-1.007276466621
46	-1	885.549852733379	HMDB0009900	PI(20:4(8Z,11Z,14Z,17Z)/18:0)	RMRCTNVEDOWEQF-ZJBJTBMOSA-N	RMRCTNVEDOWEQF	886.557129716	-H	-1.007276466621
46	-1	885.549852733379	HMDB0009912	PI(22:4(10Z,13Z,16Z,19Z)/16:0)	LSWFFTVQFBDTAC-HACPKTPBSA-N	LSWFFTVQFBDTAC	886.557129716	-H	-1.007276466621
46	-1	885.549852733379	HMDB0009914	PI(22:4(7Z,10Z,13Z,16Z)/16:0)	BRQUDGADXJYXCW-AJBVXFDOSA-N	BRQUDGADXJYXCW	886.557129716	-H	-1.007276466621
74	-1	863.565502761379	HMDB0240667	PI(18:0/18:1(9Z))	YOBFISPJJWPPTK-BAAZTTAESA-N	YOBFISPJJWPPTK	864.57277978	-H	-1.007276466621
75	-1	863.565502761379	HMDB0240667	PI(18:0/18:1(9Z))	YOBFISPJJWPPTK-BAAZTTAESA-N	YOBFISPJJWPPTK	864.57277978	-H	-1.007276466621
78	-1	861.549852733379	HMDB0009786	PI(16:0/20:2(11Z,14Z))	UJENRFPZRNBKKL-UWKRNJIGSA-N	UJENRFPZRNBKKL	862.557129716	-H	-1.007276466621
78	-1	861.549852733379	HMDB0009809	PI(18:0/18:2(9Z,12Z))	KZVRAFHIKMDULK-PDPKURFXSA-N	KZVRAFHIKMDULK	862.557129716	-H	-1.007276466621
78	-1	861.549852733379	HMDB0009824	PI(18:1(11Z)/18:1(11Z))	HJXLLSHIQZPQLZ-BESHNSGQSA-N	HJXLLSHIQZPQLZ	862.557129716	-H	-1.007276466621
78	-1	861.549852733379	HMDB0009825	PI(18:1(11Z)/18:1(9Z))	FTAJUMMOKVEZBE-BPSMPOADSA-N	FTAJUMMOKVEZBE	862.557129716	-H	-1.007276466621
78	-1	861.549852733379	HMDB0009836	PI(18:1(9Z)/18:1(11Z))	LORSZBNSYOKZNV-RCVIVVFUSA-N	LORSZBNSYOKZNV	862.557129716	-H	-1.007276466621
78	-1	861.549852733379	HMDB0009837	PI(18:1(9Z)/18:1(9Z))	LALGUHSIWLNTNW-SHLWDWSJSA-N	LALGUHSIWLNTNW	862.557129716	-H	-1.007276466621
78	-1	861.549852733379	HMDB0009847	PI(18:2(9Z,12Z)/18:0)	AXGVJUACAGEWGQ-TYYHIVGOSA-N	AXGVJUACAGEWGQ	862.557129716	-H	-1.007276466621
78	-1	861.549852733379	HMDB0009875	PI(20:2(11Z,14Z)/16:0)	UBIJOILSMSXSSU-UWKRNJIGSA-N	UBIJOILSMSXSSU	862.557129716	-H	-1.007276466621
79	-1	861.549852733379	HMDB0009786	PI(16:0/20:2(11Z,14Z))	UJENRFPZRNBKKL-UWKRNJIGSA-N	UJENRFPZRNBKKL	862.557129716	-H	-1.007276466621
79	-1	861.549852733379	HMDB0009809	PI(18:0/18:2(9Z,12Z))	KZVRAFHIKMDULK-PDPKURFXSA-N	KZVRAFHIKMDULK	862.557129716	-H	-1.007276466621
79	-1	861.549852733379	HMDB0009824	PI(18:1(11Z)/18:1(11Z))	HJXLLSHIQZPQLZ-BESHNSGQSA-N	HJXLLSHIQZPQLZ	862.557129716	-H	-1.007276466621
79	-1	861.549852733379	HMDB0009825	PI(18:1(11Z)/18:1(9Z))	FTAJUMMOKVEZBE-BPSMPOADSA-N	FTAJUMMOKVEZBE	862.557129716	-H	-1.007276466621
79	-1	861.549852733379	HMDB0009836	PI(18:1(9Z)/18:1(11Z))	LORSZBNSYOKZNV-RCVIVVFUSA-N	LORSZBNSYOKZNV	862.557129716	-H	-1.007276466621
79	-1	861.549852733379	HMDB0009837	PI(18:1(9Z)/18:1(9Z))	LALGUHSIWLNTNW-SHLWDWSJSA-N	LALGUHSIWLNTNW	862.557129716	-H	-1.007276466621
79	-1	861.549852733379	HMDB0009847	PI(18:2(9Z,12Z)/18:0)	AXGVJUACAGEWGQ-TYYHIVGOSA-N	AXGVJUACAGEWGQ	862.557129716	-H	-1.007276466621
79	-1	861.549852733379	HMDB0009875	PI(20:2(11Z,14Z)/16:0)	UBIJOILSMSXSSU-UWKRNJIGSA-N	UBIJOILSMSXSSU	862.557129716	-H	-1.007276466621
84	-1	859.534202633379	HMDB0009787	PI(16:0/20:3(5Z,8Z,11Z))	QQCJRPYWJFBHNN-DAXZNSEHSA-N	QQCJRPYWJFBHNN	860.541479652	-H	-1.007276466621
84	-1	859.534202633379	HMDB0009788	PI(16:0/20:3(8Z,11Z,14Z))	VZEJFGXIOVVAES-PVJQQWEWSA-N	VZEJFGXIOVVAES	860.541479652	-H	-1.007276466621
84	-1	859.534202633379	HMDB0009810	PI(18:0/18:3(6Z,9Z,12Z))	WSWLAMCUBAIQKH-XZMLFBLDSA-N	WSWLAMCUBAIQKH	860.541479652	-H	-1.007276466621
84	-1	859.534202633379	HMDB0009811	PI(18:0/18:3(9Z,12Z,15Z))	ULRXGRJFRFBBDW-ORXDMRBTSA-N	ULRXGRJFRFBBDW	860.541479652	-H	-1.007276466621
84	-1	859.534202633379	HMDB0009826	PI(18:1(11Z)/18:2(9Z,12Z))	FBGOQPZREDXNKQ-VRNJWAGZSA-N	FBGOQPZREDXNKQ	860.541479652	-H	-1.007276466621
84	-1	859.534202633379	HMDB0009838	PI(18:1(9Z)/18:2(9Z,12Z))	MXJMOLQIXMJUEL-KRVWYVMSSA-N	MXJMOLQIXMJUEL	860.541479652	-H	-1.007276466621
84	-1	859.534202633379	HMDB0009848	PI(18:2(9Z,12Z)/18:1(11Z))	FGYIQWPIAQUVIU-AWZRONAASA-N	FGYIQWPIAQUVIU	860.541479652	-H	-1.007276466621
84	-1	859.534202633379	HMDB0009849	PI(18:2(9Z,12Z)/18:1(9Z))	FZEAVXFBDFDVTA-WVTRDIJZSA-N	FZEAVXFBDFDVTA	860.541479652	-H	-1.007276466621
84	-1	859.534202633379	HMDB0009858	PI(18:3(6Z,9Z,12Z)/18:0)	VSINDPRRAFDFGR-WEWIXEHKSA-N	VSINDPRRAFDFGR	860.541479652	-H	-1.007276466621
84	-1	859.534202633379	HMDB0009862	PI(18:3(9Z,12Z,15Z)/18:0)	KOVWXPCCFIFZFJ-WYCBWVEZSA-N	KOVWXPCCFIFZFJ	860.541479652	-H	-1.007276466621
84	-1	859.534202633379	HMDB0009879	PI(20:3(5Z,8Z,11Z)/16:0)	YTYJZGFQFJFVNA-QJAFZAPUSA-N	YTYJZGFQFJFVNA	860.541479652	-H	-1.007276466621
84	-1	859.534202633379	HMDB0009886	PI(20:3(8Z,11Z,14Z)/16:0)	UPMVFTFJRCVMKL-PVJQQWEWSA-N	UPMVFTFJRCVMKL	860.541479652	-H	-1.007276466621
114	-1	835.534202633379	HMDB0009782	PI(16:0/18:1(11Z))	YVNORLDGMYIHEG-YXPBIPRFSA-N	YVNORLDGMYIHEG	836.541479652	-H	-1.007276466621
114	-1	835.534202633379	HMDB0009783	PI(16:0/18:1(9Z))	PDLAMJKMOKWLAJ-AGORXRROSA-N	PDLAMJKMOKWLAJ	836.541479652	-H	-1.007276466621
114	-1	835.534202633379	HMDB0009799	PI(16:1(9Z)/18:0)	TVDFSQJMXQJSTQ-FVTXIWCXSA-N	TVDFSQJMXQJSTQ	836.541479652	-H	-1.007276466621
114	-1	835.534202633379	HMDB0009806	PI(18:0/16:1(9Z))	QMAMEGDTQPWOEM-FVTXIWCXSA-N	QMAMEGDTQPWOEM	836.541479652	-H	-1.007276466621
114	-1	835.534202633379	HMDB0009822	PI(18:1(11Z)/16:0)	BMGNJDVZBKRPAW-YXPBIPRFSA-N	BMGNJDVZBKRPAW	836.541479652	-H	-1.007276466621
114	-1	835.534202633379	HMDB0009834	PI(18:1(9Z)/16:0)	OMXOIOYCKGNFST-AGORXRROSA-N	OMXOIOYCKGNFST	836.541479652	-H	-1.007276466621
115	-1	835.534202633379	HMDB0009782	PI(16:0/18:1(11Z))	YVNORLDGMYIHEG-YXPBIPRFSA-N	YVNORLDGMYIHEG	836.541479652	-H	-1.007276466621
115	-1	835.534202633379	HMDB0009783	PI(16:0/18:1(9Z))	PDLAMJKMOKWLAJ-AGORXRROSA-N	PDLAMJKMOKWLAJ	836.541479652	-H	-1.007276466621
115	-1	835.534202633379	HMDB0009799	PI(16:1(9Z)/18:0)	TVDFSQJMXQJSTQ-FVTXIWCXSA-N	TVDFSQJMXQJSTQ	836.541479652	-H	-1.007276466621
115	-1	835.534202633379	HMDB0009806	PI(18:0/16:1(9Z))	QMAMEGDTQPWOEM-FVTXIWCXSA-N	QMAMEGDTQPWOEM	836.541479652	-H	-1.007276466621
115	-1	835.534202633379	HMDB0009822	PI(18:1(11Z)/16:0)	BMGNJDVZBKRPAW-YXPBIPRFSA-N	BMGNJDVZBKRPAW	836.541479652	-H	-1.007276466621
115	-1	835.534202633379	HMDB0009834	PI(18:1(9Z)/16:0)	OMXOIOYCKGNFST-AGORXRROSA-N	OMXOIOYCKGNFST	836.541479652	-H	-1.007276466621
120	-1	833.518552633379	HMDB0009784	PI(16:0/18:2(9Z,12Z))	BSNJSZUDOMPYIR-CUKLWHKZSA-N	BSNJSZUDOMPYIR	834.525829588	-H	-1.007276466621
120	-1	833.518552633379	HMDB0009800	PI(16:1(9Z)/18:1(11Z))	KUIWITMEUHJWDB-IZGNVWOTSA-N	KUIWITMEUHJWDB	834.525829588	-H	-1.007276466621
120	-1	833.518552633379	HMDB0009801	PI(16:1(9Z)/18:1(9Z))	GXAHXPDRXNWFIX-UZBWDOCNSA-N	GXAHXPDRXNWFIX	834.525829588	-H	-1.007276466621
120	-1	833.518552633379	HMDB0009803	PI(16:2(9Z,12Z)/18:0)	SNOZAAYCRWKDET-NYQWBNQISA-N	SNOZAAYCRWKDET	834.525829588	-H	-1.007276466621
120	-1	833.518552633379	HMDB0009807	PI(18:0/16:2(9Z,12Z))	YWDSWFNICPHDCI-NYQWBNQISA-N	YWDSWFNICPHDCI	834.525829588	-H	-1.007276466621
120	-1	833.518552633379	HMDB0009823	PI(18:1(11Z)/16:1(9Z))	OFWQGVZVLYOZNF-IZGNVWOTSA-N	OFWQGVZVLYOZNF	834.525829588	-H	-1.007276466621
120	-1	833.518552633379	HMDB0009835	PI(18:1(9Z)/16:1(9Z))	BDRPKQLVISVUCU-UZBWDOCNSA-N	BDRPKQLVISVUCU	834.525829588	-H	-1.007276466621
120	-1	833.518552633379	HMDB0009846	PI(18:2(9Z,12Z)/16:0)	ZPUUVEHXYAPJAQ-KOHXHNRGSA-N	ZPUUVEHXYAPJAQ	834.525829588	-H	-1.007276466621
121	-1	833.518552633379	HMDB0009784	PI(16:0/18:2(9Z,12Z))	BSNJSZUDOMPYIR-CUKLWHKZSA-N	BSNJSZUDOMPYIR	834.525829588	-H	-1.007276466621
121	-1	833.518552633379	HMDB0009800	PI(16:1(9Z)/18:1(11Z))	KUIWITMEUHJWDB-IZGNVWOTSA-N	KUIWITMEUHJWDB	834.525829588	-H	-1.007276466621
121	-1	833.518552633379	HMDB0009801	PI(16:1(9Z)/18:1(9Z))	GXAHXPDRXNWFIX-UZBWDOCNSA-N	GXAHXPDRXNWFIX	834.525829588	-H	-1.007276466621
121	-1	833.518552633379	HMDB0009803	PI(16:2(9Z,12Z)/18:0)	SNOZAAYCRWKDET-NYQWBNQISA-N	SNOZAAYCRWKDET	834.525829588	-H	-1.007276466621
121	-1	833.518552633379	HMDB0009807	PI(18:0/16:2(9Z,12Z))	YWDSWFNICPHDCI-NYQWBNQISA-N	YWDSWFNICPHDCI	834.525829588	-H	-1.007276466621
121	-1	833.518552633379	HMDB0009823	PI(18:1(11Z)/16:1(9Z))	OFWQGVZVLYOZNF-IZGNVWOTSA-N	OFWQGVZVLYOZNF	834.525829588	-H	-1.007276466621
121	-1	833.518552633379	HMDB0009835	PI(18:1(9Z)/16:1(9Z))	BDRPKQLVISVUCU-UZBWDOCNSA-N	BDRPKQLVISVUCU	834.525829588	-H	-1.007276466621
121	-1	833.518552633379	HMDB0009846	PI(18:2(9Z,12Z)/16:0)	ZPUUVEHXYAPJAQ-KOHXHNRGSA-N	ZPUUVEHXYAPJAQ	834.525829588	-H	-1.007276466621
143	-1	814.560357833379	HMDB0112292	PS(14:1(9Z)/24:1(15Z))	UOIREORWDLQXSA-PNWDAASZSA-N	UOIREORWDLQXSA	815.567634824	-H	-1.007276466621
143	-1	814.560357833379	HMDB0112351	PS(16:0/22:2(13Z,16Z))	YEKGDVVXEDFZAD-MSHCTOOZSA-N	YEKGDVVXEDFZAD	815.567634824	-H	-1.007276466621
143	-1	814.560357833379	HMDB0112365	PS(16:1(9Z)/22:1(13Z))	LEHMHNFPLTXPMR-WAGLXKQGSA-N	LEHMHNFPLTXPMR	815.567634824	-H	-1.007276466621
143	-1	814.560357833379	HMDB0112376	PS(18:0/20:2(11Z,14Z))	VQBUNNLIFOLWSM-XNZLALOISA-N	VQBUNNLIFOLWSM	815.567634824	-H	-1.007276466621
143	-1	814.560357833379	HMDB0112393	PS(18:1(11Z)/20:1(11Z))	ZKLDBIKEXWKEGP-MPBPLEEESA-N	ZKLDBIKEXWKEGP	815.567634824	-H	-1.007276466621
143	-1	814.560357833379	HMDB0112412	PS(18:1(9Z)/20:1(11Z))	IIQYZGWQUHYURC-MSMNPEFHSA-N	IIQYZGWQUHYURC	815.567634824	-H	-1.007276466621
143	-1	814.560357833379	HMDB0112429	PS(18:2(9Z,12Z)/20:0)	SHPVDAWYGBNNGE-NRHJZCGCSA-N	SHPVDAWYGBNNGE	815.567634824	-H	-1.007276466621
143	-1	814.560357833379	HMDB0112519	PS(20:0/18:2(9Z,12Z))	MBVNMGSYVTUTBM-NRHJZCGCSA-N	MBVNMGSYVTUTBM	815.567634824	-H	-1.007276466621
143	-1	814.560357833379	HMDB0112546	PS(20:1(11Z)/18:1(11Z))	YFWKGOYNCRFQDZ-MPBPLEEESA-N	YFWKGOYNCRFQDZ	815.567634824	-H	-1.007276466621
143	-1	814.560357833379	HMDB0112547	PS(20:1(11Z)/18:1(9Z))	IOGTZSHHILXYSV-MSMNPEFHSA-N	IOGTZSHHILXYSV	815.567634824	-H	-1.007276466621
143	-1	814.560357833379	HMDB0112572	PS(20:2(11Z,14Z)/18:0)	KELGSHJXOKETBM-XNZLALOISA-N	KELGSHJXOKETBM	815.567634824	-H	-1.007276466621
143	-1	814.560357833379	HMDB0112740	PS(22:1(13Z)/16:1(9Z))	ATYNXHHNUUZAKR-WAGLXKQGSA-N	ATYNXHHNUUZAKR	815.567634824	-H	-1.007276466621
